"CONTRACT_NUMBER","PATH","CONTRACT_ID","STATUS","DOCS_LOADED","DETAIL"
"SOW20240516SS-ITTDL-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240516SS-ITTDL-RCH","300000007912362","LOADED","6","6 document(s) uploaded to ContractId 300000007912362."
"SOW20240517VK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240517VK","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240523CH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240523CH","300000007913306","LOADED","6","6 document(s) uploaded to ContractId 300000007913306."
"SOW20240523JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240523JM","300000007912354","LOADED","9","9 document(s) uploaded to ContractId 300000007912354."
"SOW20240523MR","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240523MR","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240523MS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240523MS","300000007912322","LOADED","6","6 document(s) uploaded to ContractId 300000007912322."
"SOW20240524JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240524JM","300000007914058","LOADED","9","9 document(s) uploaded to ContractId 300000007914058."
"SOW20240527IJ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240527IJ","300000007913353","LOADED","9","9 document(s) uploaded to ContractId 300000007913353."
"SOW20240527MB3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240527MB3","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240528MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240528MB1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240531GG-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240531GG-1","300000007912378","LOADED","12","12 document(s) uploaded to ContractId 300000007912378."
"SOW20240531MA","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240531MA","300000007913330","LOADED","6","6 document(s) uploaded to ContractId 300000007913330."
"SOW20240531PD-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240531PD-2","300000007914036","LOADED","3","3 document(s) uploaded to ContractId 300000007914036."
"SOW20240531PD-4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240531PD-4","300000007914043","LOADED","3","3 document(s) uploaded to ContractId 300000007914043."
"SOW20240531PK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240531PK","300000007912329","LOADED","9","9 document(s) uploaded to ContractId 300000007912329."
"SOW20240603CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240603CS","300000007912370","LOADED","6","6 document(s) uploaded to ContractId 300000007912370."
"SOW20240606SR-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240606SR-1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240606SS-VBA-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240606SS-VBA-BH","300000007913203","LOADED","3","3 document(s) uploaded to ContractId 300000007913203."
"SOW20240606SS-VBA-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240606SS-VBA-RCH","300000007913407","LOADED","1","1 document(s) uploaded to ContractId 300000007913407."
"SOW20240607MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240607MB1","300000007912394","LOADED","12","12 document(s) uploaded to ContractId 300000007912394."
"SOW20240607SS-MSA-TDS-Procom-CH-01-ITPM-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240607SS-MSA-TDS-Procom-CH-01-ITPM-BH","300000007913757","LOADED","3","3 document(s) uploaded to ContractId 300000007913757."
"SOW20240610GG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240610GG","300000007913346","LOADED","9","9 document(s) uploaded to ContractId 300000007913346."
"SOW20240610ML","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240610ML","300000007914084","LOADED","6","6 document(s) uploaded to ContractId 300000007914084."
"SOW20240611MB-CH-CGI-03","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240611MB-CH-CGI-03","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240611MB CH CGI-03","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240611MB CH CGI-03","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240611MB-CH-TEEMA-02","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240611MB-CH-TEEMA-02","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240611MB-CH-TEEMA-03","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240611MB-CH-TEEMA-03","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240617SS-BAIWS-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240617SS-BAIWS-RCH","300000007914151","LOADED","11","11 document(s) uploaded to ContractId 300000007914151."
"SOW20240617TC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240617TC","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240617TDT","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240617TDT","300000007913314","LOADED","6","6 document(s) uploaded to ContractId 300000007913314."
"SOW20240618DM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240618DM","300000007913422","LOADED","6","6 document(s) uploaded to ContractId 300000007913422."
"SOW20240619MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240619MB1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240619MB-1-AMD4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240619MB-1-AMD4","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240624BCR","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624BCR","300000007913376","LOADED","6","6 document(s) uploaded to ContractId 300000007913376."
"SOW20240624SS-HADS-MSA-Affinity-CH-01-IMDL-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-Affinity-CH-01-IMDL-BH","300000007914258","LOADED","3","3 document(s) uploaded to ContractId 300000007914258."
"SOW20240624SS-HADS-MSA-Affinity-CH-02-BANCI-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-Affinity-CH-02-BANCI-RCH","300000007912752","LOADED","3","3 document(s) uploaded to ContractId 300000007912752."
"SOW20240624SS-HADS-MSA-Affinity-CH-03-BANCI-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-Affinity-CH-03-BANCI-BH","300000007913749","LOADED","3","3 document(s) uploaded to ContractId 300000007913749."
"SOW20240624SS-HADS-MSA-Affinity-CH-04-PMEUDP3-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-Affinity-CH-04-PMEUDP3-RCH","300000007912818","LOADED","3","3 document(s) uploaded to ContractId 300000007912818."
"SOW20240624SS-HADS-MSA-Affinity-CH-05-PMEUDP2-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-Affinity-CH-05-PMEUDP2-RCH","300000007914567","LOADED","3","3 document(s) uploaded to ContractId 300000007914567."
"SOW20240624SS-HADS-MSA-Affinity-CH-06-PMEUD-ST2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-Affinity-CH-06-PMEUD-ST2","300000007912842","LOADED","3","3 document(s) uploaded to ContractId 300000007912842."
"SOW20240624SS-HADS-MSA-PROCOM-CH-01-SSVBA-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-PROCOM-CH-01-SSVBA-RCH","300000007913926","LOADED","4","4 document(s) uploaded to ContractId 300000007913926."
"SOW20240624SS-HADS-MSA-Procom-CH02-PM-EUD-NSH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-Procom-CH02-PM-EUD-NSH","300000007915027","LOADED","3","3 document(s) uploaded to ContractId 300000007915027."
"SOW20240624SS-HADS-MSA-Procom-CH03ITDM-NSH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-Procom-CH03ITDM-NSH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240624SS-HADS-MSA-SI System-CH-01-PCEM-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-SI System-CH-01-PCEM-RCH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240624SS-HADS-MSA-SISystems-CH-01-PCEM-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-SISystems-CH-01-PCEM-RCH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240624SS-HADS-MSA-SiSystems-CH-02-PMEUD-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-SiSystems-CH-02-PMEUD-RCH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240624SS-HADS-MSA-Teema-CH-01-PMCath-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240624SS-HADS-MSA-Teema-CH-01-PMCath-RCH","300000007914304","LOADED","6","6 document(s) uploaded to ContractId 300000007914304."
"SOW20240625FS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240625FS","300000007913392","LOADED","3","3 document(s) uploaded to ContractId 300000007913392."
"SOW20240702DA","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240702DA","300000007913384","LOADED","9","9 document(s) uploaded to ContractId 300000007913384."
"SOW20240702MA","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240702MA","300000007914114","LOADED","6","6 document(s) uploaded to ContractId 300000007914114."
"SOW20240704ML","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240704ML","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240704SS-PPSI-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240704SS-PPSI-BH","300000007914092","LOADED","6","6 document(s) uploaded to ContractId 300000007914092."
"SOW20240704SS-PPSI-NSH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240704SS-PPSI-NSH","300000007913368","LOADED","6","6 document(s) uploaded to ContractId 300000007913368."
"SOW20240704SS-PPSI-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240704SS-PPSI-RCH","300000007912386","LOADED","6","6 document(s) uploaded to ContractId 300000007912386."
"SOW20240710SS-SAS-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240710SS-SAS-BH","300000007914107","LOADED","3","3 document(s) uploaded to ContractId 300000007914107."
"SOW20240710SS-SAS-NSH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240710SS-SAS-NSH","300000007914121","LOADED","3","3 document(s) uploaded to ContractId 300000007914121."
"SOW20240710SS-SAS-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240710SS-SAS-RCH","300000007914100","LOADED","3","3 document(s) uploaded to ContractId 300000007914100."
"SOW20240712KF-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240712KF-1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240712KF-10","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240712KF-10","300000007913400","LOADED","6","6 document(s) uploaded to ContractId 300000007913400."
"SOW20240712KF-3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240712KF-3","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240712KF-7","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240712KF-7","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240715MC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240715MC","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240716AK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240716AK","300000007913431","LOADED","6","6 document(s) uploaded to ContractId 300000007913431."
"SOW20240716MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240716MB1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240718MB1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240718MB1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240718SR-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240718SR-1","100000011761091","LOADED","3","3 document(s) uploaded to ContractId 100000011761091."
"SOW20240719KF","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240719KF","300000007914128","LOADED","6","6 document(s) uploaded to ContractId 300000007914128."
"SOW20240719KF-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240719KF-1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240719RK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240719RK","300000007914137","LOADED","16","16 document(s) uploaded to ContractId 300000007914137."
"SOW20240722AA","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240722AA","300000007913414","LOADED","6","6 document(s) uploaded to ContractId 300000007913414."
"SOW20240724SS-NWS-NSH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240724SS-NWS-NSH","300000007912426","LOADED","3","3 document(s) uploaded to ContractId 300000007912426."
"SOW20240726VK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240726VK","300000007913515","LOADED","12","12 document(s) uploaded to ContractId 300000007913515."
"SOW20240729KF","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240729KF","300000007912406","LOADED","6","6 document(s) uploaded to ContractId 300000007912406."
"SOW20240729KF-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240729KF-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240730TG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240730TG","300000007914144","LOADED","3","3 document(s) uploaded to ContractId 300000007914144."
"SOW20240731JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240731JM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240731JM-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240731JM-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240801AK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240801AK","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240806PD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240806PD","300000007912475","LOADED","3","3 document(s) uploaded to ContractId 300000007912475."
"SOW20240806PD-02","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240806PD-02","300000007911900","LOADED","11","11 document(s) uploaded to ContractId 300000007911900."
"SOW20240808SS-TLUCC-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240808SS-TLUCC-BH","300000007913529","LOADED","6","6 document(s) uploaded to ContractId 300000007913529."
"SOW20240808SS-TLUCC-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240808SS-TLUCC-RCH","300000007913508","LOADED","6","6 document(s) uploaded to ContractId 300000007913508."
"SOW20240809PD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240809PD","300000007911907","LOADED","6","6 document(s) uploaded to ContractId 300000007911907."
"SOW20240816RS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240816RS","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240822DB-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240822DB-1","300000007914158","LOADED","6","6 document(s) uploaded to ContractId 300000007914158."
"SOW20240822DB-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240822DB-2","300000007912418","LOADED","6","6 document(s) uploaded to ContractId 300000007912418."
"SOW20240823DG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240823DG","300000007912483","LOADED","8","8 document(s) uploaded to ContractId 300000007912483."
"SOW20240823JM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240823JM","300000007914173","LOADED","5","5 document(s) uploaded to ContractId 300000007914173."
"SOW20240823JM-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240823JM-1","300000007913439","LOADED","9","9 document(s) uploaded to ContractId 300000007913439."
"SOW20240823PK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240823PK","300000007914182","LOADED","6","6 document(s) uploaded to ContractId 300000007914182."
